Credit_Score,Annual_Income,Debt_to_Income_Ratio,Employment_Years,Loan_Amount,Loan_Approved
552,26154,13.922837318036365,1,52111,0
529,172876,5.693413598666747,2,44613,0
818,192760,35.78656260011104,15,90678,1
473,84288,34.0069792167472,1,64993,0
467,71195,44.56444923030372,9,13848,0
469,40581,53.96419291597912,5,83672,0
692,50087,9.367362155366624,10,71125,1
493,184053,45.23230696871993,6,91444,0
816,89298,15.307656925367022,14,66602,1
328,66167,52.199737923644015,5,77045,0
464,194480,50.048493262391084,19,47222,0
721,59499,34.74365652420494,8,54223,1
638,145816,44.06335392428213,19,70333,1
795,189631,22.28925622510616,11,57732,1
664,116347,30.914234441304806,18,54420,1
641,68787,50.19002937407594,19,80504,0
799,55488,30.259585844526764,2,7462,1
810,94441,24.678904592899297,14,14460,1
626,42431,32.181684598766495,1,14275,0
516,81681,50.55370888404701,1,99213,0
600,142720,23.436442605398,2,18269,0
431,69153,14.55688762246591,5,70942,0
369,26368,44.16077111819294,14,77920,0
551,178496,50.4288016989445,9,27553,0
714,132360,10.535061318794334,8,29366,1
744,196076,18.193076201576957,0,49036,0
481,132755,12.808459436854665,15,22369,0
466,76985,24.136777637019165,5,16795,0
390,70069,29.769303839797697,8,75021,0
830,72326,46.18544853298186,3,73154,0
338,128737,40.81311716849208,1,35143,0
425,174470,39.15107121131371,3,34425,0
750,70861,24.380622063530993,0,93209,0
472,95897,51.279615419661795,18,80139,0
519,147118,30.92079420689905,9,10368,0
357,88577,58.850771590833496,14,9621,0
775,29078,39.87781760626552,18,63829,0
755,176075,11.94456078604765,15,65294,1
660,82768,42.18976591414887,3,19719,1
300,71047,22.880720848743444,1,34227,0
686,91626,42.74799581773536,12,12566,1
647,77660,8.830263148932316,0,17306,0
489,152997,14.618479044677766,16,58822,0
804,137832,52.065549239818246,12,29042,0
490,150406,17.49487563629332,3,20086,0
807,145150,51.037261888361705,6,22387,0
668,177087,20.360184864992576,16,32042,1
708,53320,40.35850505322892,8,94424,0
416,84881,43.178281543040704,3,56618,0
433,110827,33.19601142297791,18,97050,0
357,122215,21.79208721832022,0,23323,0
472,177361,16.695440700410288,9,23019,0
448,154461,6.825414500933443,3,80426,0
379,176755,21.71705206823981,8,45863,0
512,164701,40.923953479220565,12,15283,0
502,81550,56.60676501466655,13,23279,0
528,44826,52.91624652446786,9,51999,0
526,120734,47.13356270944164,5,67780,0
831,177702,48.364603878931426,15,27908,0
740,197235,41.57416969117974,5,66584,1
701,118511,19.315777166130164,16,55225,1
346,31653,54.895726688820645,9,42952,0
532,179033,41.89027715482087,17,42663,0
604,101941,35.8242347039242,17,66381,1
825,53662,11.104420806741459,2,52929,1
442,118818,29.5880549093534,19,14343,0
714,172360,30.319704916105945,14,81173,1
812,115081,52.55099852374685,14,44791,0
672,56877,35.065652110328365,3,34134,1
558,131562,25.92203019337253,8,52101,0
770,166385,58.72401806808627,18,74443,0
311,92715,11.089632632947362,16,62530,0
629,161398,28.240163557156954,10,51799,1
657,130091,7.311357134427291,8,9827,1
707,152632,45.694726642181166,9,67653,0
672,99148,55.49421037095328,17,18699,0
307,103186,20.402053125276918,19,96419,0
421,177817,52.20879222395165,12,10313,0
647,182962,21.072002675404377,7,18598,1
389,171094,55.09235889041534,6,33807,0
615,143629,46.467904697823116,16,75423,0
477,90316,49.269872726279125,14,74390,0
839,48380,5.990360558024998,19,50226,1
340,130198,57.95456963907143,14,64550,0
801,22356,44.96690456386778,0,85072,0
444,90326,21.761310246237333,13,8558,0
500,112447,50.616706567236584,4,80308,0
760,134994,20.483665912821145,10,55113,1
846,40049,53.001461176137035,15,57999,0
552,125361,11.191921472656535,1,60878,0
689,36082,43.70272876034377,7,41343,0
555,20661,34.73841621547007,10,63219,0
749,188484,10.309395860749245,17,40186,1
309,22920,18.304160554236145,2,41966,0
541,99561,5.682221995252314,0,38769,0
550,28946,30.782238100547822,10,58218,0
304,196572,21.56958934180002,15,24229,0
418,36309,37.90966163637673,17,80209,0
673,75230,21.348079423973946,15,32877,1
364,131822,21.49555113288416,9,63001,0
445,181099,45.875625930238186,17,43084,0
523,132340,7.64785597880944,5,86780,0
538,79321,54.6592247355593,18,97892,0
476,152028,51.87451309151498,3,21806,0
581,94131,41.72925757745236,12,93635,0
362,198980,37.62718635590613,13,42034,0
516,45963,54.07663739768087,2,45317,0
760,121757,15.193159874079294,9,60468,1
404,190515,9.343303920495574,5,24094,0
398,119259,18.173059345024598,0,62796,0
810,59063,48.70180532851047,13,15589,0
684,134225,6.906864669956583,7,62221,1
704,136400,37.05437592959193,18,6657,1
817,100818,59.749063390522046,13,44531,0
775,24703,52.06328516106467,9,57227,0
736,92099,33.679512897397416,16,8164,1
322,176921,8.50025001076533,8,98078,0
757,182932,50.72554329121404,5,88973,0
382,51585,37.94381794974658,10,46247,0
444,173087,11.321314838276177,6,24601,0
384,63585,10.162150665284592,16,98966,0
377,46958,55.029475069012584,0,55599,0
756,46017,41.806014461594316,4,76545,0
300,144677,50.610773962421554,8,9552,0
350,196422,53.34383951552471,17,14417,0
745,163273,36.447479362657724,1,63579,0
748,49426,33.45954934652727,10,73207,1
787,37778,28.67350756765446,5,77055,0
333,196313,22.43206232851156,7,83270,0
647,62229,28.902777847229146,3,8722,1
394,106652,47.5633810651586,17,75442,0
371,148267,38.10578870583224,10,45031,0
453,199436,54.08878094751653,4,84235,0
549,146503,29.385900790855324,14,26438,0
737,104878,38.38992682953147,17,63819,1
417,77056,39.72191542005938,1,48856,0
605,178562,37.5433439268479,10,38576,1
567,39975,43.6448575197034,12,46938,0
353,177795,18.058840760614345,3,54028,0
535,174351,33.18000776501849,6,64807,0
688,162633,10.732364154459122,10,54877,1
700,108397,26.14812302046469,3,48461,1
602,53142,31.82168877416954,14,98474,0
506,46916,40.87233427500099,0,45469,0
528,84324,57.279207892241196,2,88136,0
374,196037,38.035808660159574,13,25435,0
734,145932,45.89766538971079,5,89117,0
402,155720,32.84463327223615,17,19191,0
721,186205,39.87572172569822,0,89726,0
605,116059,8.901271887357538,5,32386,1
397,118317,18.991536946301586,5,36721,0
634,55046,24.90192012628263,15,59786,1
734,198136,30.987134525358247,4,18704,1
746,121459,7.510681002631106,16,61635,1
607,65893,12.701325365432472,9,7123,1
548,121520,20.224786928521816,17,95710,0
465,145818,58.434297999557785,6,67993,0
780,81272,23.224085390667792,2,85122,1
634,87649,31.512258196164538,12,30416,1
841,84674,15.785374200611612,14,6814,1
405,164832,38.592903909167255,19,83537,0
380,172999,20.437576853378587,18,55258,0
432,106475,16.38459181411347,2,21508,0
437,81367,33.41149456452885,3,90166,0
483,163660,5.302818953823145,4,83916,0
700,141750,5.421521795707393,0,40699,0
629,138154,17.048784500602178,3,51335,1
807,64738,7.019674937545163,11,51806,1
368,53397,10.941416477188024,9,82853,0
845,102189,23.637335713631337,19,68768,1
352,96367,49.14221237688971,12,40739,0
749,140585,36.46267538531154,13,39785,1
504,96619,33.1967249276029,4,36980,0
425,131453,21.14188527644669,3,94335,0
342,39816,56.2464545688049,13,99702,0
410,193312,26.83582726804554,9,90016,0
482,157348,9.790102173767432,16,6609,0
394,99530,38.93865838647907,9,71253,0
673,174571,11.261111641213077,6,90481,1
819,128856,23.987272854093064,15,96128,1
659,91635,32.90765662947949,0,33141,0
580,127803,53.08223885768467,16,35009,0
494,55946,32.14506191870653,8,11782,0
494,75204,43.624232131741536,5,97072,0
392,35563,59.60492614494887,18,30933,0
360,112324,12.23190159438899,12,82154,0
350,29847,20.110233903573572,2,13307,0
702,46155,26.701684157870552,6,97207,0
304,99671,28.200549819635725,8,80874,0
765,136891,27.606159139605015,4,43346,1
833,103310,54.918605140610524,9,55772,0
704,169381,44.27179544567711,16,77084,1
812,151691,38.43478677498871,11,45149,1
532,54707,22.015499482453016,15,91700,0
823,171409,50.308471132171206,2,32526,0
645,101537,57.52832813167439,8,90712,0
345,198686,50.16590554026246,14,73477,0
845,111155,5.08608078553101,4,10695,1
377,20281,40.00207536008739,12,44169,0
372,178492,7.81244597931554,13,52947,0
548,190102,19.168397118354704,19,52224,0
346,152130,8.273858519127444,14,50865,0
420,96260,38.20874991221633,15,30553,0
513,179476,42.76244524209337,12,65410,0
538,180928,11.296820093624781,16,95895,0
355,160272,26.111138567473873,7,29816,0
649,84178,30.09300799255481,1,60026,0
406,53997,25.297916196850412,4,55705,0
347,176683,11.656375026685618,5,66922,0
636,139273,28.042128460311147,11,78914,1
325,192307,46.314792629463,17,6881,0
556,186129,8.90542154932905,0,44567,0
307,152311,9.40990077450469,16,52365,0
552,146945,24.512421050979132,10,84211,0
602,65272,56.79491413904088,9,75122,0
355,109393,41.771495569760276,18,30006,0
825,81212,42.32684761699107,13,46198,1
773,166470,24.905599496082573,9,27831,1
327,140030,37.651343516469616,14,21459,0
377,76503,5.557215121525886,18,37443,0
515,157710,39.98528255252482,3,47316,0
685,26570,55.23078211669302,1,69486,0
664,88785,38.691540758965054,8,10877,1
825,29110,53.053422640648975,9,44553,0
611,99141,44.81851805063516,10,9922,1
306,32115,11.630712902202964,13,9686,0
302,59062,54.63493190072129,6,37766,0
662,42911,8.654411439567617,14,84943,0
807,124061,34.36821099012701,18,37006,1
573,52556,12.817541808640172,14,36422,0
805,148335,5.643863590199723,7,17205,1
314,21969,28.211884307020146,10,91590,0
491,63753,21.227238920978593,8,28527,0
784,155542,31.730027158868165,14,23443,1
327,141863,36.74599377040029,0,21524,0
338,30225,7.405648976992104,0,33202,0
572,143008,11.765181231806011,18,70552,0
530,174268,35.72533180477339,2,51142,0
385,125823,23.874204424496202,9,66692,0
773,33669,45.10454181521964,7,87384,0
425,188452,40.876040672556684,14,25855,0
836,144398,51.508239964444876,9,88747,0
444,130677,43.087105466807394,0,65372,0
824,68320,28.646209256458146,17,30095,1
511,198486,42.01316423169378,1,43724,0
324,166649,20.145964584048016,18,54241,0
693,145354,21.847242432801696,12,57003,1
366,108009,48.394183795643634,0,73379,0
532,48625,29.55307340208702,1,99837,0
408,44089,48.91091872850939,15,96996,0
445,56487,50.23323055175531,14,99283,0
410,130448,52.16592857137061,12,20972,0
527,70138,55.414937971266404,15,98846,0
410,193895,28.704187128231293,16,27927,0
769,188280,22.537675007662635,6,71630,1
333,74061,37.02093106267626,16,57347,0
668,181731,25.414483289069516,6,93860,1
